
활성 연결

  프로토콜  로컬 주소              외부 주소              상태            PID
  TCP    [::1]:3306             [::1]:58808            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58810            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58811            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58812            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58814            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58815            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58816            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58817            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58818            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58819            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58820            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58821            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58822            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58823            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58824            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58825            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58829            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58830            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58831            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58832            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58835            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58838            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58839            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58840            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58842            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58843            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58845            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58846            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58847            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58848            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58849            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58850            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58851            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58852            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58853            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58854            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58855            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58858            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58859            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58860            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58861            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58862            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58863            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58864            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58866            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58867            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58868            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58869            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58870            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58871            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58872            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58873            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58874            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58875            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58876            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58877            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58878            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58879            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58881            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58886            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58898            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58904            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58905            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58906            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58907            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58908            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58909            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58910            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58911            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58912            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58914            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58915            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58916            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58917            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58918            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58919            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58920            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58922            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58923            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58924            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58925            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58926            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58927            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58928            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58929            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58930            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58931            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58933            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58934            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58936            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58937            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58938            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58939            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58940            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58941            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58942            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58943            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58944            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58946            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58948            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58949            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58950            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58952            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58953            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58954            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58955            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58956            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58957            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58958            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58959            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58960            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58961            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58964            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58965            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58966            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58970            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58971            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58972            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58973            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58974            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58975            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58976            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58977            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58978            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58979            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58980            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58981            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58982            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58983            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58984            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58985            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58986            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58987            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58988            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58989            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58990            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58991            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58994            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58995            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58996            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58997            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58998            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:58999            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59000            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59001            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59003            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59004            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59006            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59007            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59008            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59009            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59010            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59011            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59012            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59013            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59014            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59016            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59017            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59018            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59019            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59025            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59028            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59029            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59030            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59032            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59033            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59035            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59036            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59037            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59038            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59039            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59041            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59042            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59043            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59044            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59045            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59046            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59047            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59048            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59049            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59050            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59051            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59052            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59053            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59054            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59055            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59056            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59057            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59059            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59060            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59061            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59064            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59065            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59067            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59068            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59069            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59070            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59071            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59072            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59073            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59087            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59095            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59096            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59097            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59098            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59099            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59100            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59101            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59102            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59103            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59104            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59105            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59106            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59107            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59108            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59109            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59110            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59111            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59112            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59113            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59114            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59115            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59116            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59117            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59118            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59119            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59120            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59121            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59122            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59123            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59124            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59125            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59126            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59127            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59128            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59129            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59130            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59131            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59132            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59134            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59135            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59137            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59146            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59159            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59160            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59161            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59162            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59163            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59164            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59165            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59166            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59167            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59168            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59169            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59170            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59171            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59172            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59173            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59174            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59175            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59178            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59180            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59181            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59182            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59183            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59184            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59185            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59186            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59187            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59188            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59189            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59190            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59191            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59192            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59193            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59196            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59197            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59198            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59199            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59200            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59202            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59203            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59206            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59207            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59208            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59209            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59210            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59211            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59213            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59214            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59215            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59216            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59217            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59218            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59219            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59221            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59222            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59223            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59225            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59226            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59227            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59229            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59230            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59231            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59233            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59234            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59235            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59236            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59237            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59238            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59239            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59240            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59241            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59242            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59243            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59244            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59245            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59246            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59247            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59248            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59249            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59250            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59251            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59252            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59253            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59254            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59255            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59256            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59258            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59259            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59260            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59262            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59263            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59264            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59266            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59267            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59268            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59269            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59270            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59271            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59272            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59273            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59274            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59275            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59276            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59278            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59279            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59281            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59282            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59283            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59284            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59285            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59286            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59287            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59288            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59289            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59290            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59291            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59292            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59293            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59294            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59295            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59296            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59297            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59298            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59299            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59300            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59301            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59302            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59303            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59304            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59306            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59310            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59311            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59312            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59313            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59314            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59316            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59330            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59340            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59341            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59342            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59343            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59344            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59345            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59346            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59347            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59348            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59349            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59351            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59352            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59353            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59354            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59355            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59359            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59360            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59361            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59363            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59364            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59366            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59367            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59369            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59370            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59371            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59372            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59375            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59377            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59380            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59381            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59382            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59384            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59385            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59386            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59387            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59389            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59391            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59392            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59393            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59394            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59395            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59396            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59397            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59398            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59399            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59400            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59401            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59402            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59403            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59404            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59405            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59406            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59407            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59408            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59409            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59410            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59411            TIME_WAIT       0
