
활성 연결

  프로토콜  로컬 주소              외부 주소              상태            PID
  TCP    [::1]:3306             [::1]:59412            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59413            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59414            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59415            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59416            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59417            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59418            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59419            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59420            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59421            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59422            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59423            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59424            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59425            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59426            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59427            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59428            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59429            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59430            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59431            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59432            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59433            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59434            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59435            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59436            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59437            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59438            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59439            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59440            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59441            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59445            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59446            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59447            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59448            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59451            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59452            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59453            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59454            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59455            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59456            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59458            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59459            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59461            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59462            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59463            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59464            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59465            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59466            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59467            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59468            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59469            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59470            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59471            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59472            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59473            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59474            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59475            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59476            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59477            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59478            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59479            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59480            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59481            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59483            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59485            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59486            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59487            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59491            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59492            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59493            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59494            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59495            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59496            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59497            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59498            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59499            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59500            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59501            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59502            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59503            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59504            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59505            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59506            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59507            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59508            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59524            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59530            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59531            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59532            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59533            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59534            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59535            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59536            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59537            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59538            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59539            TIME_WAIT       0
  TCP    [::1]:3306             [::1]:59540            TIME_WAIT       0
  TCP    [::1]:49154            [::1]:52752            ESTABLISHED     4
  TCP    [::1]:49154            [::1]:56040            ESTABLISHED     4
  TCP    [::1]:49154            [::1]:56903            ESTABLISHED     4
  TCP    [::1]:49154            [::1]:61507            ESTABLISHED     4
  TCP    [::1]:49154            [::1]:61608            ESTABLISHED     4
  TCP    [::1]:49154            [::1]:61632            ESTABLISHED     4
  TCP    [::1]:49154            [::1]:61633            ESTABLISHED     4
  TCP    [::1]:49154            [::1]:61634            ESTABLISHED     4
  TCP    [::1]:49154            [::1]:61756            ESTABLISHED     4
  TCP    [::1]:49154            [::1]:61918            ESTABLISHED     4
  TCP    [::1]:52752            [::1]:49154            ESTABLISHED     48728
  TCP    [::1]:54292            [::1]:49154            TIME_WAIT       0
  TCP    [::1]:54393            [::1]:49154            TIME_WAIT       0
  TCP    [::1]:54394            [::1]:49154            TIME_WAIT       0
  TCP    [::1]:54395            [::1]:49154            TIME_WAIT       0
  TCP    [::1]:54396            [::1]:49154            TIME_WAIT       0
  TCP    [::1]:54538            [::1]:49154            TIME_WAIT       0
  TCP    [::1]:54699            [::1]:49154            TIME_WAIT       0
  TCP    [::1]:55724            [::1]:49154            TIME_WAIT       0
  TCP    [::1]:56040            [::1]:49154            ESTABLISHED     25100
  TCP    [::1]:56903            [::1]:49154            ESTABLISHED     19912
  TCP    [::1]:58291            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58332            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58353            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58354            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58355            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58356            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58357            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58358            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58359            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58360            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58361            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58362            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58363            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58364            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58365            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58366            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58367            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58368            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58369            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58370            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58371            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58372            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58373            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58374            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58375            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58376            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58377            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58378            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58379            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58380            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58381            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58382            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58383            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58384            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58385            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58386            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58387            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58388            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58389            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58390            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58391            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58392            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58393            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58394            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58395            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58396            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58397            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58398            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58399            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58400            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58401            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58402            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58403            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58404            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58405            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58406            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58407            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58408            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58409            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58410            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58411            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58412            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58413            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58414            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58415            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58416            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58417            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58418            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58419            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58420            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58421            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58422            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58423            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58424            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58425            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58426            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58427            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58428            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58429            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58430            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58431            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58432            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58433            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58434            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58435            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58436            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58437            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58438            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58439            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58440            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58441            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58442            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58443            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58444            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58445            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58446            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58447            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58448            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58449            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58450            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58451            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58452            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58453            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58454            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58455            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58456            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58457            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58458            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58459            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58460            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58461            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58462            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58463            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58464            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58465            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58466            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58467            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58468            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58469            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58470            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58471            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58472            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58473            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58474            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58475            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58476            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58477            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58478            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58479            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58480            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58481            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58482            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58483            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58484            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58485            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58486            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58487            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58488            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58489            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58490            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58491            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58492            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58493            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58494            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58495            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58496            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58497            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58498            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58499            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58500            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58501            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58502            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58505            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58522            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58525            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58526            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58527            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58528            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58529            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58530            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58531            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58532            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58533            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58534            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58535            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58536            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58537            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58538            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58539            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58540            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58541            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58542            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58543            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58544            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58545            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58546            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58547            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58548            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58549            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58550            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58551            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58552            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58553            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58554            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58555            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58556            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58557            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58558            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58559            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58560            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58561            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58562            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58563            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58564            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58565            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58566            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58567            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58568            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58569            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58570            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58571            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58572            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58573            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58574            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58575            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58576            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58577            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58578            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58579            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58580            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58581            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58582            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58583            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58584            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58585            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58586            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58587            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58588            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58589            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58590            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58591            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58592            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58593            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58594            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58595            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58596            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58597            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58598            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58599            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58600            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58601            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58602            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58603            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58604            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58605            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58606            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58607            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58608            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58609            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58610            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58611            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58612            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58613            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58614            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58615            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58616            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58617            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58618            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58619            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58620            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58621            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58622            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58623            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58624            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58625            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58626            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58627            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58628            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58629            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58630            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58631            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58632            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58633            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58634            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58635            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58636            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58637            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58638            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58639            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58640            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58641            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58642            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58643            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58644            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58645            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58646            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58647            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58648            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58649            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58650            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58651            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58652            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58653            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58654            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58655            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58656            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58657            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58658            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58659            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58660            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58661            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58662            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58663            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58664            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58665            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58666            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58667            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58668            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58669            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58670            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58671            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58672            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58673            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58674            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58675            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58676            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58677            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58678            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58679            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58680            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58681            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58682            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58683            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58684            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58685            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58686            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58687            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58688            [::1]:3306             TIME_WAIT       0
